SMILES,YM,rho,Cp,Td,Tg,Tm,NAME,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds
[*]Nc1ccc(CC(=O)NC(=O)CCCOC(=O)c2ccc(N[*])cc2)cc1,2286.9028,1.2593061,1.1713338,584.24176,446.33524,585.94354,"Polyimide derived from aromatic diacid-derived unit, containing amide, ether, imide, ketone",353.378,2.2615,96.53,3,6,9
[*]C(=O)c1c(Br)cc(-c2c(C)cc(Nc3c(Br)cc(-c4ccc([*])cc4)cc3Br)cc2C)cc1Br,2227.008,1.6242963,1.6432952,732.8806,548.09503,618.5917,"Polymer derived from carbonyl-containing unit, containing no major functional groups",691.055,9.29514,29.1,1,2,5
[*]Sc1ccc2c(c1)C(=O)N(C(=O)c1cccc3c(Oc4ccc([*])cc4)cccc13)C2=O,2718.4954,1.3358195,1.2085148,797.47833,516.6185,662.3109,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",423.449,4.7995,63.68,0,5,4
[*]COC1CCC(c2cc(C)c(-c3ccc4c(c3)C(=O)N(c3ccc5c(c3)C(=O)N(C[*])C5=O)C4=O)c(C)c2)CC1,2146.2583,1.258916,1.2570806,713.968,552.4543,617.6798,"Polyamide derived from carbonyl-containing unit, containing amide, ether, ketone",520.585,5.42344,83.99,0,5,6
[*]COCCCCCCOC(=O)CCCCN[*],542.5203,1.1559794,1.7579117,575.10864,212.33977,311.857,"Polyether derived from aliphatic diol-derived unit, containing ether, ketone",229.32,1.8376,47.56,1,4,13
[*]CCCc1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(C5(CCC[*])OC(=O)c6ccccc65)cc3)C4=O)cc2)cc1,2364.6125,1.2269667,1.2044936,760.92883,544.6874,644.7296,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",815.998,8.1458,89.98,0,6,14
[*]CCC(=O)Nc1ccc(C(=O)c2c(F)c(F)c(F)c(F)c2F)cc1C[*],1858.5443,1.4333907,1.3537768,664.1225,484.57343,607.65784,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",355.262,3.9586,46.17,1,2,6
[*]c1ccc(Oc2ccc(C3(n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)CCCCC3)c(OC)c2)c(OC)c1,2332.8696,1.3997711,1.639071,803.2691,539.7228,625.7774,"Polymer derived from aromatic unit, containing no major functional groups",524.529,2.9166,105.83,0,9,6
[*]Nc1ccc(C(C)(C)C)cc1N1C(=O)c2ccc(N3C(=O)c4ccc(-c5c(Br)cc(O[*])cc5Br)cc4C3=O)cc2C1=O,2308.512,1.4116911,1.5300322,808.6061,548.842,654.36847,"Polyimide derived from aromatic diacid-derived unit, containing imide",687.344,7.4966,96.02,1,6,5
[*]NC(=O)Nc1cc(NCCO[*])ccc1-c1ccccc1,2851.057,1.2921981,1.3090787,596.77356,411.55093,550.7825,"Polyamide derived from aromatic unit, containing amide, ketone",269.304,2.8322,62.39,3,3,6
[*]c1ccc(-c2nc3ccc(N4C(=O)c5ccc(C(=O)NNC(=O)c6cccc(-c7ccc8c(c7)C(=O)N([*])C8=O)c6)cc5C4=O)cc3s2)s1,2110.5005,1.3246309,1.3409084,705.0647,536.62085,598.3381,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",667.684,4.8021,145.85,2,9,5
[*]C(=O)c1c(N(C)CCCCCCCCCCOC)c([*])nc2ccc(-c3ccccc3)cc12,1601.4701,1.1906549,1.3449336,667.02844,389.17612,531.1691,"Polyether derived from carbonyl-containing unit, containing ether",430.592,5.9693,42.43,0,4,14
[*]Oc1ccc(-c2ccc(Oc3ccc4c(c3)C(=O)N([*])C4=O)cc2S(=O)(=O)O)cc1S(=O)(=O)O,1442.3414,1.4446583,1.430197,541.12463,490.8646,519.3019,"Polysulfone derived from aromatic unit, containing amide, ketone, sulfone",489.439,2.5427,164.58,2,8,6
[*]c1ccc2c(c1)C(=O)N(c1ccc3c(c1)C(=O)N(c1ccc4c(c1)C(=O)N(c1ncnc(-c5cccc(-c6nc7ccccc7nc6[*])c5)n1)C4=O)C3=O)C2=O,2117.6006,1.2853404,1.2782825,752.56744,551.9746,621.2815,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",718.645,3.8998,176.59,0,11,5
[*]c1ccc(C(c2ccc(-c3ccc(C)cc3)cc2)c2ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5C4=O)cc3)cc2)cc1,2389.8496,1.3577244,1.247252,768.94135,548.31396,692.01227,"Polyimide derived from aromatic diacid-derived unit, containing imide, sulfone",762.843,7.62542,108.9,0,6,8
[*]Oc1cc(C)c(Nc2cc(C)c(-c3cc(-c4ccc5c(c4)C(=O)N([*])C5=O)ccc3O)c(C)c2)c(C)c1,1956.6632,1.2663355,1.3095682,711.42664,545.6536,609.45715,"Polyamide derived from aromatic unit, containing amide, ketone",476.532,6.60688,78.87,2,5,5
[*]C(=S)Oc1ccc2nc(-c3ccc([*])cc3)c(-c3ccc(-c4ccccc4-c4ccccc4F)s3)nc2c1,2303.3335,1.3141632,1.2308578,747.3993,522.9374,612.9498,"Polymer derived from aromatic unit, containing no major functional groups",516.622,7.886,35.01,0,5,5
[*]CCCCCCC1CCC(NC2CCC(OC(=O)c3ccc4c(c3)C(=O)N(CCC[*])C4=O)C(C)C2)CC1C,1864.6632,1.0477821,1.363644,654.6903,455.86902,532.61194,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",522.73,6.6668,75.71,1,5,13
[*]c1ccc(-c2cc(-c3ccc(-c4ccc(CC(=O)NO)cc4)c(CC(=O)NO)c3)ccc2[*])cc1,1418.3501,1.3075196,1.1887566,682.7385,509.52216,606.6476,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",450.494,3.1326,98.66,4,4,7
[*]Nc1ccc(-c2ccc(N=Nc3ccc(-c4ccc(-c5ccc(-c6ccc(O[*])c7c6CC7)cc5)c5c4CC5)cc3)cc2)s1,2199.744,1.2700869,1.1598504,795.0457,544.7633,655.0319,"Polymer derived from aromatic unit, containing no major functional groups",573.721,10.748,45.98,1,5,8
[*]C1COC2C(C(=O)c3nc(-c4ccccc4)c(-c4ccc(C5COC6C([*])COC56)cc4)[nH]3)COC12,1990.9813,1.3188878,1.2966416,628.14435,477.38358,517.22363,"Polyether derived from carbonyl-containing unit, containing ether",470.525,3.897,82.67,1,6,5
[*]c1ccc(-c2ccc3ccccc3c2SC(=O)Nc2ccc(C)c(N3C(=O)c4ccc([*])cc4C3=O)c2)cc1,2184.086,1.298641,1.2048022,796.7872,522.9731,631.41223,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",512.59,6.28922,66.48,1,4,4
[*]Nc1cc([N+](=O)[O-])c(-c2ccccc2)cc1-c1c2c(c(N(C)C)c(-c3ccccc3)c1N(C)C)C(=O)N([*])C2=O,1840.1119,1.2706848,1.2752446,667.4277,461.63483,546.08466,"Polyamide derived from aromatic unit, containing amide, ketone",519.561,5.6643,99.03,1,7,7
[*]c1ccc(-c2cc(-c3ccc4c(c3)C(=O)N(c3ccccc3)C4=O)n(-c3ccccc3-c3ccc4c(c3)C(=O)N([*])C4=O)n2)cc1,1918.1797,1.3205811,1.203283,779.1353,557.5346,624.9132,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",584.591,5.9088,92.58,0,6,5
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(OC)cc3C)cc1-c1ccc3c(c1)C(=O)N(c1nnc([*])o1)C3=O)C2=O,1850.4415,1.3351399,1.2748843,786.2638,561.6162,671.7165,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",554.518,3.67102,122.91,0,8,5
[*]c1nc(C(=O)O)c(-c2nc([*])sc2-c2ccc(-c3cc(C)c(C(=O)O)cc3C)cc2)s1,1661.7009,1.2775726,1.1812625,677.95575,520.0722,575.0393,"Polyester derived from carbonyl-containing unit, containing ester, ketone",434.498,3.96304,100.38,2,6,5
[*]CCn1c(=O)c2cc3c(=O)n(-c4ccc(OC)cc4C4OC(OC)C(CC#CC#[*])C(O)C4O)c(=O)c3cc2c1=O,1397.177,1.4480243,1.4714214,643.91394,457.58423,527.7929,"Polymer derived from organic repeating unit, containing no major functional groups",544.516,0.1616,146.29,2,11,7
[*]c1ccc(-c2ccc(-c3ccc(-c4cc5c(cc4Cl)C(=O)N(c4ccc(-c6ccc(-c7ccc([*])s7)s6)c(C)c4)C5=O)c(C)c3)c(C)c2)s1,2208.5833,1.3113151,1.2074177,726.00366,498.57788,585.5816,"Polyamide derived from aromatic unit, containing amide, ketone",696.318,10.93456,37.38,0,5,6
[*]c1nc2ccc(-c3ccc4nc(-c5ccc6nc(-c7ccccc7SC(=O)C7CC7[*])oc6c5)oc4c3)cc2o1,1806.2435,1.2338241,1.0365152,747.56616,527.4996,608.0243,"Polymer derived from carbonyl-containing unit, containing ketone",527.561,7.2622,95.16,0,8,5
[*]Oc1ccccc1-c1ccc2c(c1)C(=O)N(c1cc(-c3ccc([*])cc3)cc(C(C)(C)C3CCC4CCCCC4C3)c1)C2=O,1959.3655,1.2088325,1.4243225,746.8627,467.25693,596.5049,"Polyamide derived from aromatic unit, containing amide, ketone",567.729,8.723,46.61,0,3,6
[*]CCCCCc1ccc(N2C(=O)c3ccc(-c4ccc(Oc5ccc(C[*])cc5)cc4)cc3C2=O)cc1,1750.8989,1.2577465,1.2495991,743.3239,441.16437,590.3176,"Polymer derived from aromatic unit, containing no major functional groups",473.572,7.6762,46.61,0,3,10
[*]c1ccc(-c2c(O)c(C(CC)=NO)cc(-c3nnc([*])n3-c3c(O)c(Sc4ccccc4)cc(C(CC)=NO)c3O)c2O)s1,1588.0101,1.4293231,1.2868117,611.1656,453.26294,517.5153,"Polymer derived from aromatic unit, containing no major functional groups",615.693,5.1622,176.81,6,13,9
[*]c1ccc(C2(c3ccc(CN4C(=O)c5ccc(N6C(=O)c7ccc(-c8cc(C)c(-c9ccc%10c(c9)C(=O)N([*])C%10=O)c(C)c8)cc7C6=O)cc5C4=O)cc3)c3ccccc3-c3ccccc32)cc1,2124.1997,1.2556512,1.2531428,809.6224,580.1755,660.80035,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",869.933,9.83224,112.14,0,6,7
[*]Oc1c(Cl)cc(-c2ccc(N=NP(=O)(OC)Oc3c(Cl)cc(-c4ccc(N5CCC([*])CC5)cc4Cl)cc3Cl)cc2)cc1Cl,1825.5726,1.3790416,1.301997,719.16364,474.37863,577.6195,"Polyphosphonate derived from organic repeating unit, containing phosphonate",697.77,11.9859,72.72,0,6,9
[*]CCCCc1ccc(NCCOCC(O)CCCC[*])cc1,1005.04895,1.088496,1.4182999,635.6441,356.3736,492.85846,"Polyether derived from aromatic unit, containing ether",291.435,3.9042,41.49,2,3,14
[*]NC(=O)CCCCCOc1cccc(-c2cccc(-c3nc4cc5sc([*])nc5cc4s3)c2)c1,2376.1558,1.2691199,1.2730043,663.32,446.81693,553.0765,"Polyamide derived from aromatic unit, containing amide, ketone",471.607,5.9343,64.11,1,6,9
[*]c1ccc(-c2ccc(C3CCC(c4ccc5nc(N6C(=O)c7ccc([*])cc7C6=O)c(-c6ccccc6)nc5c4)CC3)cc2)cc1,2389.754,1.3376542,1.2732053,783.24713,552.05273,664.75464,"Polymer derived from aromatic unit, containing no major functional groups",583.691,7.555,63.16,0,4,5
[*]c1c(C)cc(Oc2ccc3c(c2)C(=O)N(c2ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c2)C3=O)cc1C,2296.1284,1.3618315,1.3410212,752.3126,560.0856,643.65576,"Polyamide derived from carbonyl-containing unit, containing amide, ketone",650.531,7.04916,83.99,0,5,5
[*]c1ccc(-c2ccc(Cc3ccc(P(=O)(c4ccccc4)c4ccc(N5C(=O)c6ccc(-c7ccc([*])c(C)c7)cc6C5=O)cc4)cc3)cc2)cc1C,1893.545,1.274105,1.2584239,759.8707,522.15063,617.03235,"Polyphosphonate derived from aromatic unit, containing phosphonate",691.767,8.01744,54.45,0,3,8
[*]C(=O)c1cc(-c2ccc(-c3ccc(N4C(=O)c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5C4=O)cc3)cc2C)ccc1N=Nc1ccc([N+](=O)[O-])cc1,2354.702,1.3260214,1.2525281,771.7495,537.9591,635.9379,"Polyimide derived from aromatic diacid-derived unit, containing imide",709.674,8.11792,159.69,0,9,8
[*]c1ccc(OC2=C(Cl)C(=O)N(C(c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(N6C(=O)c7ccc([*])cc7C6=O)cc4)C5=O)cc3)(C(F)(F)F)C(F)(F)F)C2=O)cc1,2400.6545,1.4401305,1.3591088,779.10205,555.84894,689.2161,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",814.05,6.5221,121.37,0,7,7
[*]c1ccc(Oc2ccc(OCCNS([*])(=O)=O)cc2)cc1,1382.4816,1.2894396,1.1540064,640.8495,412.15305,539.1366,"Polymer derived from aromatic unit, containing no major functional groups",291.328,1.416,64.63,1,4,7
[*]Nc1ccc(C2C(C)(C)C(c3ccc(N=Nc4ccc(CC5C(C)(C)C(O[*])C5(C)C)cc4)cc3)C2(C)C)cc1,1960.6094,1.0138494,1.3167571,646.61285,456.1036,535.6014,"Polymer derived from aromatic unit, containing no major functional groups",521.749,9.9858,45.98,1,4,8
[*]c1cc2c(cc1Cl)C(=O)N(c1ccc(-c3ccc(Nc4ccc(-c5c(C)cc(C)c(N6C(=O)c7cc([*])c(Cl)cc7C6=O)c5C)cc4C)cc3C)c(C)c1)C2=O,2142.5474,1.2891966,1.1909815,728.3916,567.5155,638.10846,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",762.693,9.87192,86.79,1,5,6
[*]c1sc([*])c2c1OCC(OC(=O)c1ccc(-c3cc4c(cc3C)-c3c(C)cc(C56CC7CC(CC(C7)C5)C6)cc3S4(=O)=O)c(C)c1)O2,1691.3652,1.1558369,1.1446733,666.953,501.3812,573.4613,"Polymer derived from organic repeating unit, containing no major functional groups",650.818,6.92486,78.9,0,7,4
[*]c1c(C)cc(C)c(C2CCC(C)CC2OC2CC(C)CCC2c2ccc(-c3ccc4c(c3)C(=O)N([*])C4=O)cc2)c1C,2020.1328,1.1478146,1.2959439,658.24005,488.5293,561.32385,"Polyamide derived from carbonyl-containing unit, containing amide, ketone",547.739,7.77496,46.61,0,3,5
[*]C(=O)c1cc2c(cc1Cl)C(=O)N(c1ccc(-c3ccc(-c4ccc(N5C(=O)c6cc(Cl)c(N7C(=O)c8cc([*])c(Cl)cc8C7=O)cc6C5=O)cc4)cc3C)cc1C)C2=O,2322.464,1.3544556,1.2122275,766.1619,580.776,669.84686,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",823.044,8.86354,129.21,0,7,6
[*]Oc1ccc(N=Cc2ccc(C(=O)NC(=O)c3ccc(C=Nc4ccc(-c5ccc(N=Cc6ccc([*])cc6)cc5)cc4)cc3)cc2)cc1,2428.7373,1.2230964,1.2026315,659.1873,457.85983,555.3222,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",624.7,8.1933,92.48,1,6,10
[*]C(=S)Oc1cccc(-c2ccc(-c3ccc4c(c3)C(=O)N(C(=O)c3cccc(P(=O)(c5ccccc5)c5cccc([*])c5)c3)C4=O)cc2C)c1,2387.3965,1.2965754,1.2608236,745.2449,514.07446,608.7562,"Polyphosphonate derived from aromatic diacid-derived unit, containing amide, ketone, phosphonate",675.702,6.79242,80.75,0,6,7
[*]c1ccc(Nc2ccc3oc(-c4ccc(-c5ccc6oc(C(c7ccc([*])cc7)(C(F)(F)F)C(F)(F)F)nc6c5)cc4)nc3c2)cc1,2021.9117,1.375653,1.2230719,817.73145,623.36804,722.3141,"Polymer derived from aromatic unit, containing no major functional groups",627.544,8.8065,64.09,1,5,6
[*]COc1ccc(-c2nc3cc(-c4cc(-c5cccc(OC)c5)ccc4N=[*])ccc3[nH]2)cc1,2083.3818,1.2590321,1.1552637,726.43835,472.36243,552.48694,"Polymer derived from aromatic unit, containing no major functional groups",418.476,6.8225,59.5,1,4,7
[*]CCCCCCCCCCCCCCCCCCCOc1ccc(C[*])cc1C1CCC2C3CC=C4CC(C(F)(F)F)CCC4(C)C3CCC12C,1161.2864,0.9878914,1.3511689,628.5559,371.80603,463.08536,"Polymer derived from aromatic unit, containing no major functional groups",697.067,14.9389,9.23,0,1,22
[*]CCc1ccc(-c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc5c(c4)C(=O)N(c4ccc6c(c4)C(=O)N(CC[*])C6=O)C5=O)cc2C)C3=O)cc1,2045.0819,1.317044,1.2609878,742.45325,572.2961,648.4622,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",657.682,7.00392,112.14,0,6,8
[*]c1ccc(-c2ccc(CCCC)c(-c3ccccc3)c2)c(-c2ncc([*])o2)c1,1645.8143,1.2652994,1.1433934,678.69293,511.82364,637.1409,"Polymer derived from aromatic unit, containing no major functional groups",351.449,5.3674,26.03,0,2,6
[*]c1ccc(-c2ccc(C3(c4cc(-c5ccc(N=Nc6ccncc6)cc5)ccc4-c4ccc([*])cc4)CCCCC3)cc2)cc1,2185.664,1.2569215,1.2004339,721.7554,501.73834,600.54315,"Polymer derived from aromatic unit, containing no major functional groups",567.736,10.0974,37.61,0,3,7
[*]Nc1cc(NC2(c3ccccc3)C(=O)N(C(F)(F)F)C(=O)N2[*])cc(-c2ccccc2)c1,2047.2684,1.4225956,1.2880945,714.8423,499.22836,601.6596,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",424.382,4.743,64.68,2,4,5
[*]CCCCCNc1ccc(C=Nc2ccc(Cc3ccc(-c4ccc(CCC[*])cc4)cc3)cc2)cc1,2545.7344,1.1912462,1.2629565,669.8514,417.89743,535.11786,"Polymer derived from aromatic unit, containing no major functional groups",472.676,9.145,24.39,1,2,14
[*]Oc1ccc(-c2cc(-c3ccc(N=Nc4ccncc4)cc3)ccc2-c2ccc(O[*])c(C)c2)c(C)c1,2072.0386,1.2039508,1.1697059,678.3633,439.27658,535.20593,"Polymer derived from aromatic unit, containing no major functional groups",469.544,8.80104,56.07,0,5,7
[*]Cc1cc(-c2ccc(CCC)cc2-c2ccc(C3(c4ccc(-c5ccccc5)cc4)c4ccccc4-c4ccccc43)cc2)ccc1N[*],2117.6128,1.2550356,1.2315904,751.88495,506.68726,610.59174,"Polymer derived from aromatic unit, containing no major functional groups",615.82,11.9287,12.03,1,1,9
[*]C(=O)C1CC(C)(C)CC(C)(c2cc(C)c(C3(c4cc(C)c(-c5ccc(-c6cccc(-c7ccc(-n8c(=O)c9cc%10c(=O)n([*])c(=O)c%10cc9c8=O)cc7)c6)c6ccccc56)cc4C)OC(=O)c4ccccc43)cc2C)C1,2324.146,1.2105064,1.2462392,741.6267,562.1946,642.5055,"Polymer derived from carbonyl-containing unit, containing ketone",985.149,12.22408,121.51,0,9,8
[*]c1cccc(-c2ccc(N=Cc3ccc(-c4nc5ccc(-c6cccc(C7CCC(N8C(=O)c9ccc([*])cc9C8=O)CC7C)c6)cc5o4)cc3)cc2)c1,2143.8555,1.2837441,1.2172323,721.62445,513.8991,584.6189,"Polymer derived from aromatic unit, containing no major functional groups",689.815,9.497,75.77,0,5,7
[*]CC([*])NCc1cc(-c2ccc(C(F)(F)F)cc2)ccc1O,1749.6091,1.3464624,1.2233528,610.3946,402.59018,548.17365,"Polymer derived from organic repeating unit, containing no major functional groups",293.288,4.0106,32.26,2,2,5
[*]Oc1ccc(Nc2cccc(-c3ccccc3)c2)c([*])c1,2035.8567,1.2940583,1.2377641,704.9109,424.10135,497.32416,"Polymer derived from aromatic unit, containing no major functional groups",259.308,4.1149,21.26,1,2,4
[*]c1ccc(C(C)=Nc2ccc(C(=O)ON3Cc4ccc(-c5ccc(N6C(=O)c7ccc8c9c(ccc(c79)C6=O)C(=O)N([*])C8=O)cc5)cc4C3=O)cc2)cc1,2082.7278,1.2442364,1.1768415,668.9071,533.18896,597.299,"Polyimide derived from aromatic diacid-derived unit, containing amide, ester, imide, ketone",708.686,6.4108,133.73,0,8,6
[*]CC(C)(C)COc1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(-c5ccccc5O[*])cc4C3=O)cc1)C2=O,1724.2366,1.2369643,1.3314488,820.226,541.46655,650.5463,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",544.563,6.1705,93.22,0,6,8
[*]c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N([*])C6=O)cc4C3=O)cc1N1C(=O)c3cccc(-c4ccc5c(c4)C(=O)c4ccccc4C5=O)c3C1=O)C2=O,1949.2502,1.3184328,1.2371243,785.09406,575.2519,636.7958,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",862.766,6.4327,183.66,0,10,5
[*]NC(=O)CCCCCCCCCCCCCCCCC(=O)Oc1ccc(N=Nc2ccc(C)cc2)c(-c2ccc(N=Nc3ccc(NC([*])=O)cc3)cc2)c1,2470.1157,1.2059821,1.2758776,634.84064,399.46408,546.3014,"Polyimide derived from aromatic diacid-derived unit, containing amide, ester, imide, ketone",728.938,13.30152,133.94,2,8,24
[*]c1ccc(-c2ccc(-c3csc(CCCCCC)c3-c3ccc(-c4ccc([*])c([N+](=O)[O-])c4)c([N+](=O)[O-])c3)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],1546.8505,1.2097577,1.1695616,647.99335,424.06613,496.27945,"Polymer derived from aromatic unit, containing no major functional groups",650.669,8.5209,172.56,0,9,13
[*]CNC(=O)c1ccc(-c2ccc(-c3ccc(C4(C)CC(NC[*])CC(C)(C)C4)s3)c(C)c2)cc1C,2311.639,1.176907,1.216275,665.8957,452.3515,566.03326,"Polyamide derived from aromatic unit, containing amide",472.698,6.86834,41.13,2,3,7
[*]c1nnc(Oc2ccc3nc(-c4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4)c(-c4ccc([N+](=O)[O-])cc4)nc3c2)o1,2263.698,1.3679943,1.3662593,789.3604,541.0928,640.401,"Polymer derived from organic repeating unit, containing no major functional groups",623.497,2.7493,195.21,0,14,6
[*]CC(=O)c1ccc(C(C)(C)C2CCC(OC([*])=O)CC2)cc1C,1080.6824,1.1399947,1.1888435,597.68866,419.50754,542.3274,"Polymer derived from aromatic unit, containing no major functional groups",300.398,4.66762,43.37,0,3,5
[*]Sc1cc(OC)ccc1N1C(=O)c2ccc(Cc3ccc([*])cc3)cc2C1=O,1941.4679,1.2594908,1.2859796,822.56384,500.5762,623.44775,"Polymer derived from aromatic unit, containing no major functional groups",373.433,3.8176,46.61,0,4,5
[*]c1c(C)cc(S(=O)(=O)c2cc(C)c(-c3cccc(Sc4cccc(-c5sc([*])c6nccnc56)c4)c3)c(C)c2)cc1C,1691.479,1.2560263,1.2683175,707.51776,532.7162,589.92993,"Polysulfone derived from organic repeating unit, containing sulfone",590.795,7.59218,59.92,0,6,6
[*]C(=O)c1ccc(-c2cc(C(=O)N([*])C)cc(C(F)(F)F)c2)cc1,1722.4788,1.4602251,1.3122228,753.06,470.40067,617.2796,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",305.255,3.5982,37.38,0,2,3
[*]Oc1ccc([Si](C)(C)c2ccc(-c3ccc4nc5c6cccc7c(-c8ccc(N9C(=O)c%10cccc(-c%11ccc(C%12([*])OC(=O)c%13ccccc%13%12)cc%11)c%10C9=O)cc8)ccc(c(=O)n5c4c3)c76)cc2)cc1,2057.8796,1.2419856,1.1863402,779.45795,572.3337,679.73206,"Polyimide derived from aromatic unit, containing imide",924.057,10.98,107.28,0,8,8
[*]c1ccc(-c2ccccc2)c(-c2ccc([*])cc2C(C)(C)c2ccc(C(F)(F)F)cc2)c1,2415.6118,1.2723746,1.3369642,785.98566,507.63126,599.6974,"Polymer derived from aromatic unit, containing no major functional groups",414.47,6.7145,0,0,0,4
[*]c1ccc2c(c1)C(=O)N(c1cc(C)c(-c3c(C)cc(-c4cccc(-n5on5C([*])(C(F)(F)F)C(F)(F)F)c4C#N)cc3C)c(C)c1)C2=O,1844.7821,1.3086449,1.3473064,778.0886,542.2647,615.30975,"Polyamide derived from aromatic unit, containing amide, ketone",648.563,7.61306,84.17,0,6,5
[*]OCN1C(=O)c2cc(Cl)c(-c3ccc(-c4ccc(Nc5ccc([*])s5)s4)cc3)cc2C1=O,2330.2622,1.357509,1.2372304,664.5009,486.48077,602.6996,"Polymer derived from carbonyl-containing unit, containing no major functional groups",464.955,5.7496,58.64,1,6,6
[*]OCCCCCCOC(=O)NCCCCCCN1CCN([*])CC1,745.4259,1.1523862,1.4703115,633.6883,306.06937,411.98257,"Polyamide derived from aliphatic diol-derived unit, containing amide, ether, ketone",327.469,2.3962,54.04,1,5,14
[*]Cc1ccc2c(c1)C(=O)N(c1cc(C(c3ccc4c(c3)C(=O)N(c3ccc5c(c3)C(=O)N(c3ccc(C=[*])cc3)C5=O)C4=O)(C(F)(F)F)C(F)(F)F)ccc1O)C2=O,2425.2507,1.4385375,1.2569795,771.62103,552.52576,655.74915,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",780.613,6.9536,132.37,1,7,7
[*]C(=O)Oc1nc([*])nc(-c2ccc(C3CCC(c4ccccc4)CC3)c3c2C(=O)c2ccccc2C3=O)n1,2367.2927,1.2217892,1.1996896,712.76666,532.71326,620.96063,"Polyester derived from carbonyl-containing unit, containing ester, ketone",487.515,4.9781,99.11,0,7,4
[*]Cc1ccc(-c2ccc(C(=O)O[*])c(-c3ccc(CC(CC)CCCC)c(CC(CC)CCCC)c3)c2)cc1,1169.6333,1.2114967,1.4843668,635.21185,392.40823,530.7862,"Polyester derived from aromatic unit, containing ester, ketone",510.762,10.2088,26.3,0,2,16
[*]C(=O)c1cc(C)c(-c2ccc(-c3c(C)cc(CCCCCC)cc3C)cc2-c2cc(C)c([*])c(C)c2)c(C)c1,1562.8856,1.1706355,1.252538,707.72815,457.88107,568.39014,"Polymer derived from aromatic unit, containing no major functional groups",500.726,9.52502,17.07,0,1,9
[*]c1ccc(-c2ccc(B(OCCCCCCCCCCCC)c3ccc(-c4ccc(-c5ccc6c(c5)C(=O)N(c5ccc([*])cc5F)C6=O)cc4)cc3)cc2)cc1,2043.274,1.2682713,1.2582445,797.97,477.6943,598.11926,"Polyamide derived from aromatic unit, containing amide, ketone",739.74,10.0197,46.61,0,3,18
[*]c1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2cccc(-c4ccc5c(c4)nc4c6ccc([*])c7cccc(c(=O)n54)c76)c2)C3=O)cc1C,2210.663,1.3284162,1.2507379,753.7696,596.85486,681.31024,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",623.624,5.93632,98.05,0,7,4
[*]NC1CC(OC2CC3C(CCCCCCCCC)COC23)C(F)(c2ccc(-c3ccc4c(c3)C(=O)N([*])C4=O)cc2)O1,1710.1259,1.1360676,1.1452255,634.83813,430.06418,501.53262,"Polyamide derived from carbonyl-containing unit, containing amide, ether, ketone",562.682,6.2659,77.1,1,6,13
[*]c1ccc(-c2ccc3ccccc3c2-c2ccc(C)c(-c3cccc(N4C(=O)c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5C4=O)n3)c2)cc1,2138.4617,1.3584633,1.325582,808.18964,541.484,631.87317,"Polyimide derived from aromatic diacid-derived unit, containing imide",659.701,7.49462,87.65,0,5,5
