SMILES,Tg,PID,Polymer Class,Tensile_Strength,Elastic_Modulus
*c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(OC(=O)/C=C/c4ccccc4)c3)cc1OC(=O)/C=C/c1ccccc1)C2=O,181.0,P432843,Polyimides/thioimides,177.25,5.9
*C1=C(c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5ccc(*)cc5)ccc3-4)cc2)C(=O)N(CCCC)C1=O,155.0,P432844,Polyimides/thioimides,110.59,3.76
*C1=C(c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5ccc(*)cc5)ccc3-4)cc2)C(=O)N(CCCCCCCC)C1=O,122.0,P432845,Polyimides/thioimides,91.34,3.68
*C1=C(c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5ccc(*)cc5)ccc3-4)cc2)C(=O)N(CCCCCCCCCCCC)C1=O,100.0,P432846,Polyimides/thioimides,98.11,3.25
*c1ccc(NC2CC(=O)N(c3ccc(-c4sc(-c5ccc(N6C(=O)CC(Nc7ccc(-c8nc(C#N)c(C#N)nc8*)cc7)C6=O)cc5)c(-c5ccccc5)c4-c4ccccc4)cc3)C2=O)cc1,231.0,P432847,"Polyimides/thioimides, Polysulfides, Polyimines",196.85,8.31
*c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(OCCN(CC)c4ccc(C(C#N)=C(C#N)C#N)cc4)c3)cc1OCCN(CC)c1ccc(C(C#N)=C(C#N)C#N)cc1)C2=O,222.0,P432866,Polyimides/thioimides,148.25,5.67
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3C)c(C)c1)C2=O,385.0,P432872,"Polyimides/thioimides, Polyketones/thioketones",155.62,5.84
*c1ccc(C2C3C(=O)N(c4ccc(N5C(=O)C6ON(C)C(*)C6C5=O)cc4)C(=O)C3ON2C)cc1,67.0,P432874,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyimines",81.89,2.53
*c1ccc(OCCCCCCOc2ccc(C3C4C(=O)N(c5ccc(N6C(=O)C7ON(C)C(*)C7C6=O)cc5)C(=O)C4ON3C)cc2)cc1,52.0,P432875,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyimines",84.79,3.17
*c1ccc2nc(-c3ccc4c(c3)C(=O)N(c3cc(C(*)(C(F)(F)F)C(F)(F)F)ccc3O)C4=O)oc2c1,329.0,P432877,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyimines",133.2,5.61
*c1cccc(N2C(=O)C(=O)N(CCCCCCN3C(=O)C(=O)N(*)C3=O)C2=O)n1,169.5,P432878,"Polyimides/thioimides, Polyureas/thioureas, Polyimines",65.83,2.35
*c1cccc(N2C(=O)C(=O)N(c3ccc(Cc4ccc(N5C(=O)C(=O)N(*)C5=O)cc4)cc3)C2=O)n1,237.0,P432879,"Polyimides/thioimides, Polyureas/thioureas, Polyimines",118.0,4.32
*c1ccc(Oc2ccc(N3C(=O)c4cc(-c5ccc(C(C)(C)C)cc5)c(-c5cc6c(cc5-c5ccc(C(C)(C)C)cc5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,370.0,P432880,"Polyimides/thioimides, Polyoxides/ethers/acetals",168.84,6.94
*c1ccc(Cc2ccc(N3C(=O)c4cc(-c5ccc(C(C)(C)C)cc5)c(-c5cc6c(cc5-c5ccc(C(C)(C)C)cc5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,360.0,P432881,Polyimides/thioimides,174.92,7.52
*c1ccc(C(c2ccc(N3C(=O)c4cc(-c5ccc(C(C)(C)C)cc5)c(-c5cc6c(cc5-c5ccc(C(C)(C)C)cc5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,381.0,P432882,Polyimides/thioimides,174.84,7.12
*c1ccc(Oc2ccc(N3C(=O)c4cc(-c5ccc([Si](C)(C)C)cc5)c(-c5cc6c(cc5-c5ccc([Si](C)(C)C)cc5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,348.0,P432883,"Polyimides/thioimides, Polyoxides/ethers/acetals",192.11,7.27
*c1ccc(Cc2ccc(N3C(=O)c4cc(-c5ccc([Si](C)(C)C)cc5)c(-c5cc6c(cc5-c5ccc([Si](C)(C)C)cc5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,348.0,P432884,Polyimides/thioimides,174.57,7.14
*c1ccc(C(c2ccc(N3C(=O)c4cc(-c5ccc([Si](C)(C)C)cc5)c(-c5cc6c(cc5-c5ccc([Si](C)(C)C)cc5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,365.0,P432885,Polyimides/thioimides,198.65,6.99
*/C=C/C1CC(*)C2C(=O)N(CCCCCCC)C(=O)C12,59.0,P432888,Polyimides/thioimides,37.63,0.99
*/C=C/C1CC(*)C2C(=O)N(CCCCCCCC)C(=O)C12,56.5,P432889,Polyimides/thioimides,35.96,0.88
*/C=C/C1CC(*)C2C(=O)N(CCCCCCCCCC)C(=O)C12,46.0,P432890,Polyimides/thioimides,30.7,0.72
*/C=C/C1CC(*)C2C(=O)N(CCCCCCCCC)C(=O)C12,52.0,P432891,Polyimides/thioimides,28.71,0.83
*/C=C/C1CC(*)C2C(=O)N(CCCCCCCCCCCC)C(=O)C12,50.0,P432892,Polyimides/thioimides,29.46,0.68
*/C=C/C1CC(*)C2C(=O)N(CCC)C(=O)C12,139.0,P432893,Polyimides/thioimides,47.58,1.41
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCCCCCCCCCC8)cc7)cc6C5=O)cc4)cc3C)c(C)c2)cc1,257.0,P432894,"Polyimides/thioimides, Polyoxides/ethers/acetals",213.53,8.0
*c1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)CCCCCCCCCCC6)cc5)cc4C3=O)cc2)cc1,240.0,P432895,"Polyimides/thioimides, Polyoxides/ethers/acetals",159.97,6.89
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCCCCCCCCCC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,262.0,P432896,"Polyimides/thioimides, Polyoxides/ethers/acetals",197.54,7.1
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)CCCCCCCCCCC6)cc5)cc4C3=O)cc2)cc1,230.0,P432897,"Polyimides/thioimides, Polyoxides/ethers/acetals",150.01,6.18
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)CC4CCC3C4)cc2)cc1,259.0,P432898,"Polyimides/thioimides, Polyoxides/ethers/acetals",190.58,7.38
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)CCC(C(C)(C)C)CC3)cc2)cc1,254.0,P432899,"Polyimides/thioimides, Polyoxides/ethers/acetals",193.94,8.02
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,262.0,P432900,"Polyimides/thioimides, Polyoxides/ethers/acetals",202.38,8.05
*c1ccc(Cc2ccc(N3C(=O)c4cccc5c(N6CCC(CCCC7CCN(c8ccc9c%10c(cccc8%10)C(=O)N(*)C9=O)CC7)CC6)ccc(c45)C3=O)c(C(C)(C)C)c2)cc1C(C)(C)C,202.7,P432902,"Polyimides/thioimides, Polyimines",161.62,5.97
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(N5C(=O)c6ccc(*)cc6C5=O)cc3)C4=O)cc2)cc1,268.0,P432903,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",190.3,7.25
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc(*)cc6C5=O)c3)C4=O)cc2)cc1,237.0,P432905,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",173.52,7.99
*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5cccc(N7C(=O)c8ccc(*)cc8C7=O)c5)C6=O)cc4)cc3)cc2)cc1,292.0,P432906,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",196.95,7.97
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(C)c(N5C(=O)c6ccc(*)cc6C5=O)c3)C4=O)cc2)cc1,266.0,P432907,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",196.04,6.73
*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(C)c(N7C(=O)c8ccc(*)cc8C7=O)c5)C6=O)cc4)cc3)cc2)cc1,299.0,P432908,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",169.25,7.41
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,240.0,P432909,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",208.66,7.63
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,244.0,P432911,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",195.7,8.1
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,244.0,P432913,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",193.42,7.86
*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,286.0,P432912,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",179.07,7.76
*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,286.0,P432914,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",185.42,7.43
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,239.0,P432911,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",179.06,8.46
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,239.0,P432913,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",181.36,7.86
*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,262.0,P432912,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",189.75,8.67
*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,262.0,P432914,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",197.24,8.13
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)cc5)cc3)C4=O)cc2)cc1,238.0,P432915,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",195.55,9.42
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,229.0,P432917,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",190.04,8.77
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccccc5-c5ccccc5Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,227.0,P432919,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",235.42,9.98
*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccccc7-c7ccccc7Oc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,254.0,P432920,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",249.74,8.69
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(-c6ccc(Oc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cc6)cc5)cc3)C4=O)cc2)cc1,239.0,P432921,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",231.22,9.8
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cc6)cc5)cc3)C4=O)cc2)cc1,229.0,P432923,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",221.28,9.93
*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C(C)(C)c8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,283.0,P432924,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides",247.82,10.38
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(S(=O)(=O)c6ccc(Oc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cc6)cc5)cc3)C4=O)cc2)cc1,236.0,P432925,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides, Polysulfones/sulfoxides/sufonates/sulfoamides",246.89,8.66
*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(S(=O)(=O)c8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,267.0,P432926,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyamides/thioamides, Polysulfones/sulfoxides/sufonates/sulfoamides",238.06,10.39
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4c3)cc1)C2=O,302.3,P432927,"Polyimides/thioimides, Polyoxides/ethers/acetals",175.9,7.32
*c1ccc(Oc2ccc3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3c2)cc1,320.8,P432928,"Polyimides/thioimides, Polyoxides/ethers/acetals",184.48,8.56
*c1ccc(Cc2ccc(NC(=O)c3cccc(-c4nc5cc(-c6ccc7[nH]c(-c8cccc(C(=O)Nc9ccc(Cc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(*)c(=O)c%13cc%12c%11=O)cc%10)cc9)c8)nc7c6)ccc5[nH]4)c3)cc2)cc1,277.0,P432941,"Polyimides/thioimides, Polyamides/thioamides, Polyimines",278.4,11.79
*c1cccc(C(=O)Nc2ccc(Cc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N(c6ccc(Cc8ccc(NC(=O)c9cccc(-c%10nc%11cc(-c%12ccc%13[nH]c(*)nc%13c%12)ccc%11[nH]%10)c9)cc8)cc6)C7=O)cc5C4=O)cc3)cc2)c1,270.0,P432942,"Polyimides/thioimides, Polyamides/thioamides, Polyimines, Polysulfones/sulfoxides/sufonates/sulfoamides",278.37,11.65
*CCC1C(=O)N(C)C(=O)C1*,141.2,P432943,Polyimides/thioimides,47.32,1.67
*CCC1C(=O)N(CC)C(=O)C1*,109.2,P432944,Polyimides/thioimides,40.31,1.43
*CCC1C(=O)N(CCC)C(=O)C1*,90.4,P432945,Polyimides/thioimides,41.07,1.24
*CCC1C(=O)N(CCCC)C(=O)C1*,67.9,P432946,Polyimides/thioimides,32.91,1.11
*CCC1C(=O)N(CCCCCC)C(=O)C1*,41.5,P432947,Polyimides/thioimides,32.0,0.78
*CCC1C(=O)N(CCCCCCCCCCCC)C(=O)C1*,55.4,P432948,Polyimides/thioimides,26.06,0.64
*CCC1C(=O)N(CCCCCCCCCCCCCC)C(=O)C1*,62.4,P432949,Polyimides/thioimides,23.33,0.61
*CCC1C(=O)N(CCCCCCCCCCCCCCCC)C(=O)C1*,65.6,P432950,Polyimides/thioimides,20.96,0.48
*CCC1C(=O)N(CCCCCCCCCCCCCCCCCC)C(=O)C1*,67.1,P432951,Polyimides/thioimides,16.78,0.41
*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(C)(C)C1=O,156.0,P432961,"Polyimides/thioimides, Polyureas/thioureas, Polyoxides/ethers/acetals, Polyketones/thioketones",126.3,4.95
*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(CC)(CC)C1=O,160.0,P432963,"Polyimides/thioimides, Polyureas/thioureas, Polyoxides/ethers/acetals, Polyketones/thioketones",136.97,4.26
*CC(c1ccccc1)C1C(=O)N(C(C)(C)C)C(=O)C1*,178.0,P432968,Polyimides/thioimides,71.76,2.31
*CC(c1ccccc1)C1C(=O)N(c2ccc(C(C)(C)C)cc2)C(=O)C1*,237.0,P432969,Polyimides/thioimides,90.93,3.33
*CC(c1ccccc1)C1C(=O)N(c2ccc(Oc3ccccc3)cc2)C(=O)C1*,194.0,P432970,Polyimides/thioimides,106.28,3.85
*C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2c(C)cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c2C)C3=O)cc1,327.0,P432971,"Polyimides/thioimides, Polyamides/thioamides",134.59,5.93
*C(=O)Nc1c(C)cc(C)c(NC(=O)c2ccc3c(c2)C(=O)N(c2c(C)cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c2C)C3=O)c1C,288.0,P432972,"Polyimides/thioimides, Polyamides/thioamides",152.79,5.86
*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(C)c(N5C(=O)c6ccc(*)cc6C5=O)c3C)C4=O)cc2C)c(C)c1,259.0,P432973,"Polyimides/thioimides, Polyamides/thioamides",138.85,6.43
*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(C)c(N5C(=O)c6ccc(*)cc6C5=O)c3C)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,267.0,P432974,"Polyimides/thioimides, Polyamides/thioamides",155.11,5.51
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,252.0,P432984,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyketones/thioketones",157.0,6.84
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,253.0,P432985,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyketones/thioketones",157.31,6.14
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,243.0,P432986,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyketones/thioketones",160.17,6.39
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(S(=O)(=O)c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,275.5,P432987,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyketones/thioketones, Polysulfones/sulfoxides/sufonates/sulfoamides",168.43,6.72
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,266.0,P432988,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polyketones/thioketones",155.97,6.58
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,293.0,P432989,Polyimides/thioimides,219.64,7.98
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c1,311.0,P432990,Polyimides/thioimides,219.84,9.44
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c1,324.0,P432991,Polyimides/thioimides,204.0,8.29
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,310.0,P432992,Polyimides/thioimides,202.66,8.23
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,324.0,P432993,Polyimides/thioimides,205.53,9.22
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,334.0,P432994,Polyimides/thioimides,197.26,8.22
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,320.0,P432995,Polyimides/thioimides,194.81,8.12
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c1,337.0,P432996,Polyimides/thioimides,187.26,9.27
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c1,342.0,P432997,Polyimides/thioimides,186.29,8.3
*c1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(N4C(=O)CC(SCCOCCSC5CC(=O)N(*)C5=O)C4=O)cc3)cc2)cc1,166.0,P432999,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polysulfides, Polyesters/thioesters",99.0,3.39
*c1ccc(C(=O)Oc2ccc3ccc(OC(=O)c4ccc(N5C(=O)CC(SCCOCCSC6CC(=O)N(*)C6=O)C5=O)cc4)cc3c2)cc1,160.0,P433002,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polysulfides, Polyesters/thioesters",110.5,4.0
*c1ccc(C(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)c4ccc(N5C(=O)CC(SCCOCCSC6CC(=O)N(*)C6=O)C5=O)cc4)cc3)cc2)cc1,143.0,P433003,"Polyimides/thioimides, Polyoxides/ethers/acetals, Polysulfides, Polyesters/thioesters",106.14,3.84
*c1ccc(Oc2ccc(N3C(=O)c4cccc(Oc5cccc6c5C(=O)N(*)C6=O)c4C3=O)cc2)cc1,292.5,P433005,"Polyimides/thioimides, Polyoxides/ethers/acetals",127.64,5.78
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,285.0,P433006,"Polyimides/thioimides, Polyoxides/ethers/acetals",122.35,5.68
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cccc(Oc6cccc7c6C(=O)N(*)C7=O)c5C4=O)cc3)cc2)cc1,258.0,P433007,"Polyimides/thioimides, Polyoxides/ethers/acetals",147.52,6.44
